ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,T_TL,M_TL,F_TL,T_00_04,T_05_09,T_10_14,T_15_17,T_18_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65Plus,M_00_04,M_05_09,M_10_14,M_15_17,M_18_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65Plus,F_00_04,F_05_09,F_10_14,F_15_17,F_18_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65Plus
Yalo,ET020404,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,61077,34151,26926,10038,10710,8059,4677,1752,5105,4821,3791,3251,2444,1841,1410,973,684,1520,5613,5988,4506,2615,980,2854,2696,2120,1818,1367,1030,789,544,382,850,4425,4722,3553,2062,772,2251,2125,1671,1433,1077,812,622,429,301,670
Gulina,ET020405,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,67394,37263,30131,11076,11818,8893,5161,1933,5633,5320,4183,3588,2697,2032,1556,1074,755,1677,6124,6534,4917,2853,1069,3115,2941,2313,1984,1491,1123,861,594,417,927,4952,5284,3976,2307,864,2518,2378,1870,1604,1206,908,696,480,337,750
Telalek,ET020501,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,50204,28776,21428,8251,8803,6625,3844,1440,4196,3963,3116,2673,2009,1514,1159,800,562,1250,4729,5046,3797,2204,825,2405,2271,1786,1532,1151,868,665,458,322,716,3522,3757,2827,1641,615,1791,1691,1330,1141,857,646,495,341,240,533
Samurobi,ET020502,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,8810,4590,4220,1448,1545,1163,675,253,736,695,547,469,353,266,203,140,99,219,754,805,606,351,132,384,362,285,244,184,138,106,73,51,114,694,740,557,323,121,353,333,262,225,169,127,97,67,47,105
Dawe,ET020503,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,56185,32061,24124,9234,9852,7414,4302,1612,4696,4435,3487,2991,2248,1694,1297,895,629,1398,5269,5622,4231,2455,920,2680,2531,1990,1707,1283,967,740,511,359,798,3965,4230,3183,1847,692,2016,1904,1497,1284,965,727,557,384,270,600
Dalefage,ET020504,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,51177,29778,21399,8411,8974,6753,3919,1468,4277,4040,3176,2724,2048,1543,1182,815,573,1274,4894,5222,3929,2280,854,2489,2350,1848,1585,1192,898,688,474,333,741,3517,3752,2824,1639,614,1789,1689,1328,1139,856,645,494,341,240,533
Hadelela,ET020505,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,47067,25334,21733,7735,8253,6211,3604,1350,3934,3715,2921,2506,1883,1419,1087,750,527,1172,4164,4442,3343,1940,727,2117,2000,1572,1349,1014,764,585,404,284,631,3572,3811,2868,1664,623,1816,1715,1349,1157,870,655,502,346,243,541
Addi Arekay,ET030101,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,121588,61674,59914,15099,16110,17202,10025,3755,9657,9693,6673,6896,4945,4791,3978,3265,2985,6515,7659,8171,8726,5085,1905,4898,4917,3385,3498,2508,2430,2018,1656,1514,3305,7440,7938,8477,4940,1850,4758,4776,3288,3398,2437,2361,1960,1609,1471,3210
Beyeda,ET030102,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,119325,58130,61195,14818,15810,16882,9838,3685,9477,9513,6549,6767,4853,4702,3904,3204,2930,6393,7218,7702,8224,4793,1795,4617,4634,3190,3297,2364,2291,1902,1561,1427,3115,7599,8108,8658,5045,1890,4860,4879,3359,3471,2489,2411,2002,1643,1502,3279
Janamora,ET030103,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,204742,102338,102404,25424,27127,28967,16880,6323,16261,16322,11237,11612,8326,8068,6699,5498,5027,10970,12708,13559,14479,8437,3160,8128,8159,5617,5804,4162,4033,3348,2748,2513,5483,12716,13568,14488,8443,3162,8133,8164,5620,5808,4165,4035,3350,2750,2514,5487
Debark,ET030104,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,164907,83942,80965,20478,21849,23331,13596,5093,13097,13147,9051,9352,6706,6498,5395,4429,4049,8836,10424,11122,11876,6921,2592,6667,6692,4607,4761,3414,3308,2746,2254,2061,4498,10054,10727,11455,6675,2500,6430,6455,4444,4592,3293,3191,2649,2174,1988,4338
Dabat,ET030105,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,161507,82252,79255,20056,21399,22850,13316,4988,12827,12876,8864,9160,6568,6364,5284,4337,3965,8654,10214,10898,11637,6781,2540,6533,6557,4514,4665,3345,3241,2691,2209,2019,4407,9842,10501,11213,6534,2448,6294,6318,4350,4495,3223,3123,2593,2128,1946,4247
Dabat town,ET030106,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,26873,12528,14345,3337,3561,3802,2216,830,2134,2142,1475,1524,1093,1059,879,722,660,1440,1556,1660,1772,1033,387,995,999,688,711,509,494,410,336,308,671,1781,1901,2030,1183,443,1139,1144,787,814,583,565,469,385,352,769
Telemt,ET030119,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,68235,34014,34221,8473,9041,9654,5626,2107,5419,5440,3745,3870,2775,2689,2232,1832,1675,3656,4224,4507,4812,2804,1050,2701,2712,1867,1929,1383,1340,1113,913,835,1822,4249,4534,4842,2821,1057,2718,2728,1878,1941,1392,1349,1120,919,840,1834
Debark town,ET030198,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,44541,20843,23698,5531,5901,6302,3672,1376,3537,3551,2445,2526,1811,1755,1457,1196,1094,2387,2588,2762,2949,1718,644,1655,1662,1144,1182,848,821,682,560,512,1117,2943,3140,3353,1954,732,1882,1889,1301,1344,964,934,775,636,582,1270
Ebenat,ET030201,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,173733,88754,84979,21574,23019,24580,14324,5365,13798,13850,9535,9853,7065,6846,5684,4666,4266,9309,11021,11759,12557,7318,2741,7049,7076,4871,5034,3609,3497,2904,2383,2179,4755,10553,11259,12023,7006,2624,6749,6775,4664,4819,3456,3349,2780,2282,2086,4553
Libokemekem,ET030202,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,257510,130896,126614,31977,34119,36432,21231,7952,20452,20529,14133,14604,10472,10148,8425,6915,6322,13797,16254,17343,18519,10792,4042,10396,10435,7184,7424,5323,5158,4283,3515,3214,7013,15723,16776,17913,10439,3910,10056,10094,6949,7181,5149,4989,4143,3400,3109,6784
Fogera,ET030203,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,296242,150668,145574,36787,39250,41912,24424,9149,23528,23617,16259,16801,12048,11674,9692,7956,7273,15873,18710,19963,21316,12422,4653,11966,12012,8269,8545,6127,5937,4930,4046,3699,8073,18077,19288,20596,12002,4496,11562,11605,7990,8256,5920,5737,4763,3909,3574,7800
Farta,ET030204,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,283213,143944,139269,35169,37524,40069,23350,8746,22493,22578,15544,16062,11518,11160,9266,7606,6953,15175,17875,19072,20365,11868,4445,11432,11476,7900,8164,5854,5672,4710,3866,3534,7713,17294,18452,19704,11482,4301,11061,11103,7644,7898,5664,5488,4557,3740,3419,7462
Lay Gayint,ET030205,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,267815,134992,132823,33257,35484,37890,22081,8271,21270,21351,14699,15189,10891,10554,8762,7192,6575,14350,16763,17886,19099,11130,4169,10721,10762,7409,7656,5490,5320,4417,3625,3314,7233,16494,17598,18792,10951,4102,10549,10589,7290,7533,5402,5234,4346,3567,3261,7117
Tach Gayint,ET030206,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,129124,64364,64760,16034,17108,18268,10646,3988,10255,10294,7087,7323,5251,5088,4225,3468,3170,6919,7993,8528,9106,5307,1988,5112,5131,3533,3650,2618,2536,2106,1728,1580,3449,8042,8580,9162,5339,2000,5143,5163,3554,3673,2634,2552,2119,1739,1590,3470
Semada,ET030207,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,259850,128266,131584,32268,34429,36763,21424,8025,20638,20716,14261,14737,10568,10240,8502,6978,6380,13923,15928,16994,18147,10575,3961,10187,10226,7040,7274,5216,5055,4197,3445,3149,6873,16340,17434,18616,10849,4064,10451,10490,7222,7463,5351,5185,4305,3534,3231,7050
East Esite,ET030208,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,227047,115128,111919,28194,30082,32123,18719,7012,18032,18101,12461,12877,9234,8947,7428,6097,5575,12165,14296,15254,16288,9492,3555,9144,9178,6319,6529,4682,4537,3767,3092,2827,6169,13898,14829,15834,9227,3456,8889,8922,6143,6347,4552,4410,3662,3006,2748,5997
Dera (AM),ET030209,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,257169,130600,126568,31935,34073,36384,21203,7942,20425,20502,14114,14585,10459,10134,8414,6906,6314,13779,16218,17304,18477,10768,4033,10372,10412,7168,7407,5311,5147,4273,3507,3207,6998,15717,16769,17907,10435,3909,10052,10090,6946,7178,5147,4988,4141,3399,3108,6782
Debre Tabor town,ET030210,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,119176,61166,58010,14799,15790,16861,9826,3680,9465,9501,6541,6759,4847,4696,3899,3200,2926,6385,7595,8104,8654,5043,1889,4858,4876,3357,3469,2487,2410,2001,1643,1502,3277,7204,7686,8207,4783,1791,4607,4625,3184,3290,2359,2286,1898,1558,1424,3108
Andabet/ West Esite,ET030211,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,80415,41013,39402,9986,10654,11377,6630,2483,6387,6411,4413,4561,3270,3169,2631,2160,1974,4309,5093,5434,5803,3381,1267,3257,3270,2251,2326,1668,1616,1342,1101,1007,2197,4893,5220,5575,3249,1217,3129,3141,2163,2235,1602,1553,1289,1058,967,2111
Guna Begemider,ET030212,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,44038,22321,21717,5469,5835,6230,3631,1360,3498,3511,2417,2498,1791,1735,1441,1183,1081,2360,2772,2957,3158,1840,689,1773,1779,1225,1266,908,880,730,599,548,1196,2697,2877,3073,1791,671,1725,1731,1192,1232,883,856,711,583,533,1164
Mena Meketewa,ET030213,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,42888,21738,21150,5326,5682,6068,3536,1324,3406,3419,2354,2432,1744,1690,1403,1152,1053,2298,2699,2880,3075,1792,671,1726,1733,1193,1233,884,857,711,584,534,1165,2626,2802,2992,1744,653,1680,1686,1161,1199,860,833,692,568,519,1133
Sede Muja,ET030214,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,91143,45046,46098,11318,12076,12895,7515,2815,7239,7266,5002,5169,3707,3592,2982,2448,2238,4883,5594,5968,6373,3714,1391,3578,3591,2472,2555,1832,1775,1474,1210,1106,2414,5724,6108,6522,3801,1424,3661,3675,2530,2614,1875,1817,1508,1238,1132,2470
Nefas Mewicha town,ET030215,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,42024,21042,20982,5218,5568,5946,3465,1298,3338,3350,2306,2383,1709,1656,1375,1129,1032,2252,2613,2788,2977,1735,650,1671,1678,1155,1193,856,829,688,565,517,1127,2605,2780,2969,1730,648,1666,1673,1152,1190,853,827,686,563,515,1124
Wegeda town,ET030216,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,22078,11185,10893,2742,2925,3124,1820,682,1753,1760,1212,1252,898,870,722,593,542,1183,1389,1482,1582,922,345,888,892,614,634,455,441,366,300,275,599,1353,1443,1541,898,336,865,868,598,618,443,429,356,293,267,584
Ebenat town,ET030217,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,25672,12315,13357,3188,3401,3632,2117,793,2039,2047,1409,1456,1044,1012,840,689,630,1376,1529,1632,1742,1015,380,978,982,676,698,501,485,403,331,302,660,1659,1770,1890,1101,412,1061,1065,733,758,543,526,437,359,328,716
Hamusit town,ET030218,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,14631,7089,7542,1817,1939,2070,1206,452,1162,1166,803,830,595,577,479,393,359,784,880,939,1003,584,219,563,565,389,402,288,279,232,190,174,380,937,999,1067,622,233,599,601,414,428,307,297,247,203,185,404
Woreta town,ET030293,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,45485,23246,22239,5648,6026,6435,3750,1405,3612,3626,2496,2580,1850,1792,1488,1221,1117,2437,2887,3080,3289,1917,718,1846,1853,1276,1318,945,916,761,624,571,1246,2762,2947,3146,1834,687,1766,1773,1221,1261,904,876,728,597,546,1192
